Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,,
2025-04-15 13:30:00+00:00,200.8000030517578,200.8000030517578,203.5050048828125,199.82000732421875,201.85499572753906,13453371
2025-04-15 14:30:00+00:00,202.11500549316406,202.11500549316406,203.08999633789062,200.68600463867188,200.7899932861328,6103100
2025-04-15 15:30:00+00:00,203.0399932861328,203.0399932861328,203.35000610351562,201.9600067138672,202.13999938964844,3730153
2025-04-15 16:30:00+00:00,201.60440063476562,201.60440063476562,203.28399658203125,201.11500549316406,203.0500030517578,3893654
2025-04-15 17:30:00+00:00,201.76499938964844,201.76499938964844,202.7769012451172,201.30499267578125,201.5850067138672,4045655
2025-04-15 18:30:00+00:00,202.8000030517578,202.8000030517578,203.2899932861328,201.63999938964844,201.71499633789062,4048783
2025-04-15 19:30:00+00:00,202.1300048828125,202.1300048828125,202.95899963378906,201.9199981689453,202.8300018310547,4398627
2025-04-16 13:30:00+00:00,197.07000732421875,197.07000732421875,200.6999969482422,196.02000427246094,198.36000061035156,13937138
2025-04-16 14:30:00+00:00,198.35009765625,198.35009765625,198.98849487304688,196.80999755859375,197.05999755859375,6372057
2025-04-16 15:30:00+00:00,196.91000366210938,196.91000366210938,198.39999389648438,196.3905029296875,198.375,4368116
2025-04-16 16:30:00+00:00,197.75999450683594,197.75999450683594,197.9199981689453,196.64999389648438,196.91000366210938,3351617
2025-04-16 17:30:00+00:00,194.55499267578125,194.55499267578125,197.80999755859375,193.9199981689453,197.75999450683594,7922500
2025-04-16 18:30:00+00:00,192.57000732421875,192.57000732421875,194.64370727539062,192.3699951171875,194.5399932861328,5831097
2025-04-16 19:30:00+00:00,194.3000030517578,194.3000030517578,194.86349487304688,192.57000732421875,192.5800018310547,7049437
2025-04-17 13:30:00+00:00,195.63999938964844,195.63999938964844,197.1999969482422,194.63999938964844,197.14999389648438,11995068
2025-04-17 14:30:00+00:00,196.0399932861328,196.0399932861328,197.09500122070312,194.4199981689453,195.69000244140625,6835084
2025-04-17 15:30:00+00:00,197.80499267578125,197.80499267578125,198.0500030517578,195.9886932373047,196.02999877929688,4703332
2025-04-17 16:30:00+00:00,196.6999969482422,196.6999969482422,198.57000732421875,196.67999267578125,197.8260040283203,4953563
2025-04-17 17:30:00+00:00,198.27999877929688,198.27999877929688,198.83349609375,196.6699981689453,196.7100067138672,3858649
2025-04-17 18:30:00+00:00,197.24220275878906,197.24220275878906,198.66000366210938,196.8699951171875,198.2899932861328,4857368
2025-04-17 19:30:00+00:00,196.8699951171875,196.8699951171875,197.6999969482422,195.82000732421875,197.25,4510991
2025-04-21 13:30:00+00:00,192.1199951171875,192.1199951171875,193.75999450683594,191.36000061035156,193.35000610351562,8862849
2025-04-21 14:30:00+00:00,190.73500061035156,190.73500061035156,192.49000549316406,190.60499572753906,192.11000061035156,4480370
2025-04-21 15:30:00+00:00,191.1300048828125,191.1300048828125,191.32000732421875,189.8112030029297,190.72000122070312,4469110
2025-04-21 16:30:00+00:00,190.61399841308594,190.61399841308594,191.75,190.13999938964844,191.1199951171875,3331629
2025-04-21 17:30:00+00:00,190.82000732421875,190.82000732421875,191.0,190.24000549316406,190.58999633789062,2848270
2025-04-21 18:30:00+00:00,191.10499572753906,191.10499572753906,191.3800048828125,190.1999969482422,190.81500244140625,3470291
2025-04-21 19:30:00+00:00,193.08999633789062,193.08999633789062,193.4199981689453,191.0500030517578,191.08999633789062,5337999
2025-04-22 13:30:00+00:00,198.11000061035156,198.11000061035156,198.94000244140625,196.0,196.07000732421875,8343567
2025-04-22 14:30:00+00:00,198.8300018310547,198.8300018310547,199.5500030517578,197.6699981689453,198.1199951171875,5200594
2025-04-22 15:30:00+00:00,201.3800048828125,201.3800048828125,201.5500030517578,197.86000061035156,198.8300018310547,6986542
2025-04-22 16:30:00+00:00,198.5399932861328,198.5399932861328,201.52999877929688,198.32029724121094,201.4001007080078,6210265
2025-04-22 17:30:00+00:00,199.8917999267578,199.8917999267578,200.00999450683594,198.10240173339844,198.51620483398438,3865378
2025-04-22 18:30:00+00:00,198.6201934814453,198.6201934814453,200.5,198.55999755859375,199.8800048828125,6982874
2025-04-22 19:30:00+00:00,199.66000366210938,199.66000366210938,199.88999938964844,198.0,198.625,5543168
2025-04-23 13:30:00+00:00,206.80499267578125,206.80499267578125,208.0,204.63009643554688,206.0,15154970
2025-04-23 14:30:00+00:00,204.6300048828125,204.6300048828125,207.9499969482422,204.05999755859375,206.80999755859375,7451699
2025-04-23 15:30:00+00:00,204.11000061035156,204.11000061035156,205.41000366210938,202.7989959716797,204.625,5789475
2025-04-23 16:30:00+00:00,204.9499969482422,204.9499969482422,205.44000244140625,203.51840209960938,204.13999938964844,3150358
2025-04-23 17:30:00+00:00,204.48240661621094,204.48240661621094,205.64999389648438,204.22000122070312,205.0,3056243
2025-04-23 18:30:00+00:00,204.00999450683594,204.00999450683594,205.1699981689453,203.6566925048828,204.47000122070312,3587154
2025-04-23 19:30:00+00:00,204.36000061035156,204.36000061035156,205.75,203.61000061035156,204.03089904785156,5424069
2025-04-24 13:30:00+00:00,206.32000732421875,206.32000732421875,206.35000610351562,202.94000244140625,204.88499450683594,8437662
2025-04-24 14:30:00+00:00,205.9250030517578,205.9250030517578,206.66000366210938,205.2200927734375,206.2899932861328,4262818
2025-04-24 15:30:00+00:00,206.2899932861328,206.2899932861328,206.75,205.58009338378906,205.88499450683594,4462199
2025-04-24 16:30:00+00:00,206.90499877929688,206.90499877929688,207.02999877929688,205.82000732421875,206.2899932861328,2541750
2025-04-24 17:30:00+00:00,207.28900146484375,207.28900146484375,207.7899932861328,206.5500030517578,206.9199981689453,2687289
2025-04-24 18:30:00+00:00,207.09010314941406,207.09010314941406,208.10000610351562,207.02999877929688,207.3000030517578,3837311
2025-04-24 19:30:00+00:00,208.1999969482422,208.1999969482422,208.82989501953125,207.08999633789062,207.11000061035156,5785557
2025-04-25 13:30:00+00:00,206.63479614257812,206.63479614257812,209.24989318847656,206.1999969482422,206.42999267578125,8557840
2025-04-25 14:30:00+00:00,207.10000610351562,207.10000610351562,207.7628936767578,206.51499938964844,206.63999938964844,3766130
2025-04-25 15:30:00+00:00,208.59129333496094,208.59129333496094,208.89999389648438,206.66000366210938,207.11000061035156,3799231
2025-04-25 16:30:00+00:00,209.3701934814453,209.3701934814453,209.41000366210938,208.2899932861328,208.60000610351562,3714961
2025-04-25 17:30:00+00:00,208.50450134277344,208.50450134277344,209.4149932861328,207.3699951171875,209.38999938964844,3053055
2025-04-25 18:30:00+00:00,208.22000122070312,208.22000122070312,208.8699951171875,208.13999938964844,208.50999450683594,2357459
2025-04-25 19:30:00+00:00,209.22999572753906,209.22999572753906,209.42999267578125,207.8699951171875,208.2100067138672,4418187
2025-04-28 13:30:00+00:00,208.92999267578125,208.92999267578125,211.5,208.74000549316406,210.05999755859375,9371395
2025-04-28 14:30:00+00:00,207.9499969482422,207.9499969482422,209.82000732421875,207.83999633789062,208.875,4027500
2025-04-28 15:30:00+00:00,207.86000061035156,207.86000061035156,208.39999389648438,207.4600067138672,207.98590087890625,2434302
2025-04-28 16:30:00+00:00,208.13999938964844,208.13999938964844,208.72999572753906,207.85000610351562,207.85000610351562,2227932
2025-04-28 17:30:00+00:00,209.8699951171875,209.8699951171875,210.0500030517578,208.0800018310547,208.13499450683594,3099461
2025-04-28 18:30:00+00:00,210.5399932861328,210.5399932861328,210.94000244140625,209.7613983154297,209.8699951171875,2610842
